@relation Invistico_Airline

@attribute satisfaction {satisfied,dissatisfied}
@attribute 'Customer Type' {'Loyal Customer','disloyal Customer'}
@attribute Age numeric
@attribute 'Type of Travel' {'Personal Travel','Business travel'}
@attribute Class {Eco,Business,'Eco Plus'}
@attribute 'Flight Distance' numeric
@attribute 'Seat comfort' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Food and drink' numeric
@attribute 'Gate location' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'Online support' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute Cleanliness numeric
@attribute 'Online boarding' numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric

@data
satisfied,'Loyal Customer',64,'Business travel',Eco,1677,5,3,3,3,5,5,5,5,5,2,1,1,4,5,0,0
satisfied,'Loyal Customer',64,'Business travel','Eco Plus',1126,5,3,4,3,5,5,5,5,3,2,5,5,3,5,0,0
satisfied,'Loyal Customer',25,'Business travel',Business,3673,1,1,1,1,5,5,5,5,3,3,3,3,5,5,1,0
satisfied,'Loyal Customer',59,'Business travel',Business,2456,5,5,5,5,3,3,4,5,5,5,5,4,5,5,0,1
satisfied,'Loyal Customer',53,'Business travel',Business,4383,4,4,4,4,5,5,5,3,2,5,5,5,3,5,137,166
satisfied,'Loyal Customer',50,'Business travel',Business,2489,3,3,3,3,5,5,5,3,5,3,4,5,3,5,15,25
satisfied,'Loyal Customer',11,'Business travel',Business,3591,1,1,2,1,5,5,5,5,5,5,5,5,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,2448,5,5,5,5,5,5,5,3,4,5,4,5,5,5,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2459,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0
satisfied,'Loyal Customer',63,'Business travel',Eco,1074,5,4,4,4,4,4,5,5,5,5,5,1,5,5,26,17
satisfied,'Loyal Customer',63,'Business travel',Eco,1046,5,3,3,3,5,5,5,5,4,2,4,4,2,5,30,23
satisfied,'Loyal Customer',63,'Business travel','Eco Plus',103,5,2,2,2,5,5,5,5,5,5,5,4,5,1,5,7
satisfied,'Loyal Customer',43,'Business travel',Business,2438,3,3,3,3,2,5,5,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,4133,1,1,1,1,5,5,5,3,5,5,4,5,4,5,304,288
satisfied,'Loyal Customer',26,'Business travel',Business,3614,1,1,1,1,5,5,5,5,4,3,5,3,4,5,10,2
satisfied,'Loyal Customer',15,'Business travel',Business,4155,1,1,1,1,5,5,5,5,1,4,5,1,1,5,8,0
satisfied,'Loyal Customer',56,'Business travel',Business,2433,1,1,1,1,5,5,5,3,5,4,5,5,4,5,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2426,4,4,4,4,5,5,5,4,3,4,4,5,3,5,5,0
satisfied,'Loyal Customer',36,'Business travel',Business,2425,1,1,1,1,2,3,5,5,5,5,5,4,5,3,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,2415,2,2,2,2,5,5,5,4,5,4,5,5,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2425,4,4,4,4,5,5,5,3,3,4,5,5,3,5,0,20
satisfied,'Loyal Customer',28,'Business travel',Business,3417,4,2,4,4,5,5,5,5,3,4,3,4,4,5,21,23
satisfied,'Loyal Customer',22,'Business travel',Business,3642,5,5,5,5,5,5,5,5,2,1,3,3,1,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,2385,4,4,1,4,5,5,5,4,4,4,5,5,4,5,28,40
satisfied,'Loyal Customer',43,'Business travel',Business,2418,1,1,5,1,3,4,2,5,5,5,5,1,5,1,38,36
satisfied,'Loyal Customer',30,'Business travel',Business,4140,3,3,2,3,5,5,5,3,2,4,1,5,2,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2389,5,5,5,5,2,4,5,5,5,5,5,5,5,3,0,4
satisfied,'Loyal Customer',52,'Business travel',Business,2415,2,2,2,2,5,5,5,5,5,5,5,5,5,3,101,93
satisfied,'Loyal Customer',41,'Business travel',Business,2375,3,3,1,3,5,4,4,5,5,5,5,4,5,5,2,4
satisfied,'Loyal Customer',33,'Business travel',Business,3938,2,2,2,2,5,5,5,5,4,3,4,4,5,5,7,1
satisfied,'Loyal Customer',28,'Business travel',Business,3333,3,3,3,3,5,5,5,1,1,4,2,5,5,5,5,12
satisfied,'Loyal Customer',31,'Business travel',Business,3416,3,3,4,3,5,5,5,4,4,3,2,5,3,5,0,5
satisfied,'Loyal Customer',27,'Business travel',Business,4224,4,5,4,4,5,5,5,5,2,4,5,1,3,5,4,0
satisfied,'Loyal Customer',62,'Business travel',Eco,1882,5,3,4,4,5,5,5,5,2,3,4,3,4,5,0,0
satisfied,'Loyal Customer',62,'Business travel','Eco Plus',565,5,1,1,1,2,1,4,5,5,5,5,5,5,1,0,0
satisfied,'Loyal Customer',62,'Business travel',Eco,510,5,5,5,5,2,1,4,5,5,5,5,1,5,4,48,29
satisfied,'Loyal Customer',62,'Business travel',Eco,314,5,1,1,1,3,4,4,5,5,5,5,2,5,1,0,1
satisfied,'Loyal Customer',62,'Business travel',Eco,300,5,1,1,1,4,5,1,5,5,5,5,2,5,3,0,0
satisfied,'Loyal Customer',62,'Business travel',Eco,273,5,3,3,3,1,1,3,5,5,5,5,5,5,1,0,0
satisfied,'Loyal Customer',62,'Business travel',Eco,1474,5,2,3,2,5,5,5,5,1,5,2,3,3,5,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,2392,3,3,4,3,2,3,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,2368,3,3,3,3,3,5,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2389,5,5,5,5,2,3,4,5,5,5,5,4,5,5,2,15
satisfied,'Loyal Customer',50,'Business travel',Business,2361,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,4
satisfied,'Loyal Customer',48,'Business travel',Business,2370,4,4,4,4,5,5,5,4,3,4,5,5,5,5,0,13
satisfied,'Loyal Customer',43,'Business travel',Business,2388,3,3,3,3,5,5,5,4,4,5,4,5,5,5,5,19
satisfied,'Loyal Customer',28,'Business travel',Business,3315,5,5,4,5,5,5,5,5,1,1,3,5,4,5,21,9
satisfied,'Loyal Customer',27,'Business travel',Business,3572,5,5,5,5,5,5,5,5,5,5,4,3,4,5,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2387,4,4,4,4,2,5,4,5,5,5,5,3,5,4,12,3
satisfied,'Loyal Customer',47,'Business travel',Business,2375,5,5,5,5,3,4,5,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2345,5,5,4,5,3,4,3,5,5,5,5,2,5,5,5,0
satisfied,'Loyal Customer',36,'Business travel',Business,2354,1,1,5,1,2,4,5,5,5,5,5,5,5,5,10,12
satisfied,'Loyal Customer',44,'Business travel',Business,2313,2,2,2,2,4,4,3,5,5,5,5,4,5,5,14,0
satisfied,'Loyal Customer',42,'Business travel',Business,2348,1,1,1,1,2,4,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,2352,4,4,4,4,5,5,5,3,4,3,1,5,3,5,0,0
satisfied,'Loyal Customer',27,'Business travel',Business,3211,5,5,5,5,5,5,5,5,4,5,4,4,5,5,48,28
satisfied,'Loyal Customer',51,'Business travel',Business,2304,2,2,2,2,5,5,5,4,4,5,5,5,3,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2329,3,3,3,3,5,5,5,3,3,3,5,5,3,5,0,20
satisfied,'Loyal Customer',58,'Business travel',Business,2300,4,4,4,4,5,5,5,4,3,5,4,5,4,5,9,15
satisfied,'Loyal Customer',56,'Business travel',Business,2321,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2313,3,3,3,3,5,5,5,4,5,5,5,5,3,5,3,22
satisfied,'Loyal Customer',39,'Business travel',Business,2315,2,2,4,2,4,3,5,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,3427,5,5,5,5,5,5,5,5,4,4,4,3,5,5,30,23
satisfied,'Loyal Customer',46,'Business travel',Business,2313,5,5,5,5,5,5,5,3,3,4,4,5,4,5,29,24
satisfied,'Loyal Customer',60,'Business travel',Business,2304,5,5,5,5,5,4,4,5,5,5,5,3,5,3,44,14
satisfied,'Loyal Customer',57,'Business travel',Business,2307,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,2329,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2333,5,5,3,5,3,3,4,5,5,5,5,4,5,3,0,0
satisfied,'Loyal Customer',61,'Business travel','Eco Plus',1454,5,3,3,3,3,3,1,5,5,5,5,3,5,2,21,0
satisfied,'Loyal Customer',61,'Business travel',Eco,2104,5,3,3,3,5,5,5,5,1,5,2,2,4,5,0,0
satisfied,'Loyal Customer',61,'Business travel','Eco Plus',1581,5,3,1,3,5,5,5,5,2,2,2,2,3,5,13,4
satisfied,'Loyal Customer',61,'Business travel',Eco,2004,5,5,5,5,5,5,5,5,5,1,4,5,2,5,165,162
satisfied,'Loyal Customer',61,'Business travel',Eco,1830,5,2,2,2,5,5,5,5,5,4,2,4,3,5,5,0
satisfied,'Loyal Customer',61,'Business travel','Eco Plus',266,5,3,3,3,4,2,1,5,5,5,5,1,5,5,6,17
satisfied,'Loyal Customer',61,'Business travel','Eco Plus',73,5,2,2,2,1,5,4,5,5,5,5,5,5,1,0,0
satisfied,'Loyal Customer',11,'Business travel',Business,3919,2,2,2,2,5,5,5,5,3,2,5,4,4,5,0,0
satisfied,'Loyal Customer',22,'Business travel',Business,3655,4,4,4,4,5,5,5,5,3,3,5,4,5,5,3,0
satisfied,'Loyal Customer',55,'Business travel',Business,2299,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,2316,4,1,4,4,3,4,5,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2268,3,3,3,3,3,5,5,5,5,5,5,4,5,4,0,0
satisfied,'Loyal Customer',64,'Business travel',Business,2292,4,5,4,4,5,4,4,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,3314,1,5,1,1,5,5,5,5,3,5,3,4,4,5,2,2
satisfied,'Loyal Customer',26,'Business travel',Business,4218,5,5,2,5,5,5,5,5,2,3,5,5,4,5,189,191
satisfied,'Loyal Customer',44,'Business travel',Business,2287,4,2,4,4,5,5,4,5,5,5,5,5,5,5,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,2290,4,4,4,4,2,3,5,5,5,5,5,3,5,4,0,5
satisfied,'Loyal Customer',39,'Business travel',Business,2293,4,4,2,4,5,5,5,3,5,4,5,5,3,5,3,10
satisfied,'Loyal Customer',26,'Business travel',Business,3026,2,2,2,2,5,5,5,5,3,4,5,4,5,5,10,0
satisfied,'Loyal Customer',25,'Business travel',Business,3723,4,4,4,4,5,5,5,5,3,4,4,4,5,5,28,41
satisfied,'Loyal Customer',43,'Business travel',Business,2241,5,5,5,5,5,3,5,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,2275,1,1,2,1,5,4,5,5,5,5,5,3,5,4,11,0
satisfied,'Loyal Customer',59,'Business travel',Business,2218,4,4,4,4,3,5,5,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2237,3,3,2,3,2,3,5,5,5,5,5,5,5,3,0,3
satisfied,'Loyal Customer',41,'Business travel',Business,2240,5,4,5,5,4,4,4,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,2205,5,5,5,5,3,4,4,5,5,5,5,3,5,5,9,2
satisfied,'Loyal Customer',23,'Business travel',Business,3693,5,5,5,5,5,5,5,5,1,3,4,5,3,5,0,2
satisfied,'Loyal Customer',52,'Business travel',Business,2226,4,4,4,4,4,5,5,5,5,5,5,4,5,5,54,35
satisfied,'Loyal Customer',48,'Business travel',Business,2179,2,4,2,2,2,4,4,5,5,5,5,4,5,4,65,54
satisfied,'Loyal Customer',47,'Business travel',Business,2182,1,1,1,1,3,3,4,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,2206,4,4,4,4,3,5,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2195,5,5,5,5,4,4,5,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,2192,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,15
satisfied,'Loyal Customer',33,'Business travel',Business,2207,3,3,3,3,5,5,5,4,2,5,5,5,4,5,6,24
satisfied,'Loyal Customer',32,'Business travel',Business,3147,3,3,1,3,5,5,5,5,4,3,4,3,5,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,2192,2,2,4,2,3,4,4,5,5,5,5,4,5,3,24,4
satisfied,'Loyal Customer',42,'Business travel',Business,2207,1,1,4,1,5,4,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,2179,3,3,2,3,2,5,4,5,5,5,5,4,5,3,2,0
satisfied,'Loyal Customer',45,'Business travel',Business,2203,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,2169,4,4,4,4,4,4,4,5,5,5,5,4,5,5,0,7
satisfied,'Loyal Customer',38,'Business travel',Business,2186,4,4,5,4,4,4,1,5,5,5,5,4,5,2,2,0
satisfied,'Loyal Customer',29,'Business travel',Business,3003,2,2,2,2,5,5,5,5,5,5,4,5,4,5,10,0
satisfied,'Loyal Customer',26,'Business travel',Business,3519,1,1,5,1,5,5,5,5,3,4,3,5,5,5,22,20
satisfied,'Loyal Customer',56,'Business travel',Business,2157,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,25
satisfied,'Loyal Customer',45,'Business travel',Business,2188,3,3,3,3,3,3,4,5,5,5,5,3,5,3,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,2163,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,3
satisfied,'Loyal Customer',38,'Business travel',Business,2175,4,4,4,4,4,4,4,5,5,5,5,3,5,3,10,1
satisfied,'Loyal Customer',29,'Business travel',Business,3853,2,2,2,2,5,5,5,5,5,2,4,5,4,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,2125,3,3,3,3,4,5,5,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',50,'Business travel',Business,2145,1,1,2,1,2,3,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2152,4,4,1,4,2,4,5,5,5,5,5,4,5,5,0,1
satisfied,'Loyal Customer',29,'Business travel',Business,3706,1,1,1,1,5,5,5,5,3,2,4,5,5,5,9,14
satisfied,'Loyal Customer',44,'Business travel',Business,2147,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2149,4,4,4,4,2,5,2,5,5,5,5,1,5,1,72,74
satisfied,'Loyal Customer',24,'Business travel',Business,3785,3,3,3,3,5,5,5,5,3,4,5,4,5,5,37,36
satisfied,'Loyal Customer',62,'Business travel',Business,2079,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,2114,2,2,2,2,2,4,4,5,5,5,5,4,5,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,2080,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,16
satisfied,'Loyal Customer',59,'Business travel',Business,2116,4,4,4,4,3,4,4,5,5,5,5,3,5,5,2,0
satisfied,'Loyal Customer',57,'Business travel',Business,2072,5,5,5,5,4,3,5,5,5,5,5,3,5,4,0,1
satisfied,'Loyal Customer',60,'Business travel',Business,2084,3,3,3,3,2,4,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2059,3,3,5,3,2,4,5,5,5,5,5,4,5,3,15,0
satisfied,'Loyal Customer',54,'Business travel',Business,2074,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2011,3,3,3,3,3,3,5,5,5,5,5,4,5,5,25,20
satisfied,'Loyal Customer',24,'Business travel',Business,3707,5,5,5,5,5,5,5,5,3,4,3,4,1,5,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,2020,1,1,1,1,3,5,5,5,5,5,5,5,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,1939,5,3,3,3,5,5,5,5,4,3,4,2,1,5,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,2026,5,4,5,5,3,4,5,5,5,5,5,5,5,4,9,0
satisfied,'Loyal Customer',60,'Business travel',Eco,2049,5,3,3,3,5,5,5,5,2,2,1,1,4,5,57,120
satisfied,'Loyal Customer',60,'Business travel','Eco Plus',2503,5,2,2,2,5,5,5,5,2,3,5,1,2,5,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,2016,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,14
satisfied,'Loyal Customer',60,'Business travel',Eco,2133,5,4,4,4,5,5,5,5,3,1,4,5,2,5,3,2
satisfied,'Loyal Customer',53,'Business travel',Business,2028,3,3,3,3,3,4,5,5,5,5,5,4,5,3,0,23
satisfied,'Loyal Customer',45,'Business travel',Business,2004,3,3,3,3,3,4,5,5,5,5,5,5,5,3,18,5
satisfied,'Loyal Customer',45,'Business travel',Business,2004,2,2,2,2,3,5,5,5,5,5,5,4,5,3,39,55
satisfied,'Loyal Customer',45,'Business travel',Business,2007,2,1,2,2,3,3,5,5,5,5,5,4,5,5,2,0
satisfied,'Loyal Customer',37,'Business travel',Business,1998,3,3,3,3,4,3,5,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',22,'Business travel',Business,3621,5,5,5,5,5,5,5,5,5,4,5,4,5,5,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1986,4,4,4,4,4,5,5,5,5,5,5,3,5,3,8,0
satisfied,'Loyal Customer',60,'Business travel',Eco,342,5,3,4,4,1,1,3,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,2006,3,3,3,3,3,5,5,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,1971,5,1,1,1,5,5,5,5,5,2,2,5,1,5,0,0
satisfied,'Loyal Customer',52,'Business travel',Business,1998,4,4,4,4,3,4,5,5,5,5,5,4,5,4,2,0
satisfied,'Loyal Customer',48,'Business travel',Business,2012,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,8
satisfied,'Loyal Customer',47,'Business travel',Business,2002,4,4,4,4,4,5,5,5,5,5,5,3,5,3,0,0
satisfied,'Loyal Customer',60,'Business travel','Eco Plus',1644,5,3,3,3,5,5,5,5,5,3,4,1,3,5,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,3392,4,4,3,4,5,5,5,5,5,3,4,5,4,5,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,3142,2,2,2,2,5,5,5,5,3,3,5,3,5,5,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,1972,1,1,1,1,4,4,5,5,5,5,5,4,5,4,14,5
satisfied,'Loyal Customer',57,'Business travel',Business,1974,5,5,5,5,4,4,4,5,5,5,5,5,5,4,4,0
satisfied,'Loyal Customer',51,'Business travel',Business,1992,5,5,5,5,5,4,5,5,5,5,5,4,5,4,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,1950,5,5,5,5,5,4,4,5,5,5,5,3,5,4,6,0
satisfied,'Loyal Customer',46,'Business travel',Business,1994,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,0
satisfied,'Loyal Customer',40,'Business travel',Business,1963,3,3,5,3,4,3,4,5,5,5,5,5,5,3,21,7
satisfied,'Loyal Customer',39,'Business travel',Business,1976,2,2,2,2,5,4,4,5,5,5,5,4,5,3,19,0
satisfied,'Loyal Customer',33,'Business travel',Business,1963,4,5,4,4,3,4,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,3447,1,1,1,1,5,5,5,5,5,5,4,3,4,5,96,92
satisfied,'Loyal Customer',48,'Business travel',Business,1974,4,4,4,4,5,5,5,5,5,5,5,4,5,5,0,24
satisfied,'Loyal Customer',46,'Business travel',Business,1989,2,2,2,2,2,5,4,5,5,5,5,5,5,5,18,12
satisfied,'Loyal Customer',29,'Business travel',Business,2816,5,5,5,5,5,5,5,5,4,4,5,5,5,5,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,1960,3,3,3,3,4,3,4,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,272,5,5,5,5,5,5,2,5,5,5,5,2,5,5,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,271,5,2,2,2,5,4,5,5,5,5,5,2,5,2,0,0
satisfied,'Loyal Customer',60,'Business travel',Eco,1225,5,2,2,2,2,3,4,5,5,5,5,1,5,3,14,0
satisfied,'Loyal Customer',60,'Business travel',Eco,1577,5,3,3,3,2,4,2,5,5,5,5,2,5,2,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,1940,3,3,3,3,5,5,4,5,5,5,5,3,5,5,3,5
satisfied,'Loyal Customer',60,'Business travel',Business,1953,5,3,5,5,3,3,5,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,1912,2,5,2,2,4,4,5,5,5,5,5,3,5,3,29,23
satisfied,'Loyal Customer',43,'Business travel',Business,1900,1,1,2,1,4,3,5,5,5,5,5,4,5,3,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,1917,2,2,2,2,3,3,5,5,5,5,5,4,5,4,1,0
satisfied,'Loyal Customer',48,'Business travel',Business,3469,3,5,3,3,5,5,5,5,5,5,5,5,5,5,307,299
satisfied,'Loyal Customer',50,'Business travel',Business,1934,4,4,2,4,2,3,5,5,5,5,5,3,5,5,28,14
satisfied,'Loyal Customer',46,'Business travel',Business,1908,3,3,3,3,5,3,4,5,5,5,5,4,5,3,14,3
satisfied,'Loyal Customer',59,'Business travel',Eco,2765,5,1,1,1,5,5,5,5,2,4,5,5,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1894,5,5,5,5,3,3,4,5,5,5,5,3,5,4,1,0
satisfied,'Loyal Customer',59,'Business travel',Eco,944,5,2,2,2,5,4,3,5,5,5,5,5,5,3,1,0
satisfied,'Loyal Customer',33,'Business travel',Business,1927,2,2,2,2,5,4,5,5,5,5,5,4,5,4,7,0
satisfied,'Loyal Customer',19,'Business travel',Business,3217,4,4,4,4,5,5,5,5,5,5,5,3,4,5,2,19
satisfied,'Loyal Customer',59,'Business travel',Business,1911,1,1,1,1,3,3,5,5,5,5,5,5,5,3,0,9
satisfied,'Loyal Customer',59,'Business travel',Eco,668,5,1,5,1,3,4,2,5,5,5,5,1,5,1,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,1903,4,4,2,4,2,4,4,5,5,5,5,2,5,3,45,50
satisfied,'Loyal Customer',59,'Business travel','Eco Plus',1920,5,3,3,3,5,5,5,5,3,4,5,3,4,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,3389,1,1,1,1,5,5,5,5,4,5,4,3,4,5,4,0
satisfied,'Loyal Customer',14,'Business travel',Business,3488,1,1,1,1,5,5,5,5,3,4,5,3,5,5,0,3
satisfied,'Loyal Customer',33,'Business travel',Business,3556,4,4,4,4,5,5,5,5,5,4,3,4,4,5,81,42
satisfied,'Loyal Customer',32,'Business travel',Business,2944,4,4,4,4,5,5,5,5,3,4,5,5,4,5,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,1883,4,4,4,4,5,3,4,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',59,'Business travel','Eco Plus',1813,5,1,1,1,5,5,5,5,4,2,1,2,2,5,97,82
satisfied,'Loyal Customer',43,'Business travel',Business,1884,1,1,1,1,3,5,5,5,5,5,5,5,5,5,3,2
satisfied,'Loyal Customer',54,'Business travel',Business,1876,3,3,3,3,2,5,4,5,5,5,5,3,5,5,1,0
satisfied,'Loyal Customer',16,'Business travel',Business,3383,5,5,5,5,5,5,5,5,5,3,5,1,4,5,0,0
satisfied,'Loyal Customer',59,'Business travel',Eco,270,5,5,4,4,5,5,5,5,5,5,5,1,5,5,12,14
satisfied,'Loyal Customer',59,'Business travel',Eco,1766,5,4,4,4,5,5,5,5,5,1,1,5,4,5,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,1857,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0
satisfied,'Loyal Customer',59,'Business travel',Eco,91,5,4,4,4,3,1,1,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,1846,3,3,3,3,5,3,5,5,5,5,5,5,5,3,4,0
satisfied,'Loyal Customer',41,'Business travel',Business,1870,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,17
satisfied,'Loyal Customer',41,'Business travel',Business,1848,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',29,'Business travel',Business,3002,4,4,4,4,5,5,5,5,5,2,4,3,4,5,6,1
satisfied,'Loyal Customer',26,'Business travel',Business,2944,3,3,1,3,5,5,5,5,4,5,5,4,4,5,11,1
satisfied,'Loyal Customer',26,'Business travel',Business,2608,5,5,2,5,5,5,5,5,4,4,5,4,5,5,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,3471,5,5,5,5,5,5,5,5,5,2,3,4,5,5,1,0
satisfied,'Loyal Customer',52,'Business travel',Business,1825,2,5,2,2,4,3,5,5,5,5,5,5,5,4,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,1862,4,4,4,4,4,4,4,5,5,5,5,5,5,3,25,0
satisfied,'Loyal Customer',44,'Business travel',Business,1850,3,3,3,3,3,4,5,5,5,5,5,3,5,4,27,11
satisfied,'Loyal Customer',40,'Business travel',Business,1853,2,2,2,2,2,3,5,5,5,5,5,4,5,3,30,13
satisfied,'Loyal Customer',28,'Business travel',Business,3185,3,3,3,3,5,5,5,5,5,5,4,4,4,5,44,31
satisfied,'Loyal Customer',48,'Business travel',Business,1846,2,2,2,2,5,5,5,4,5,5,4,5,4,5,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,1840,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,1815,5,5,5,5,4,5,5,5,5,5,5,3,5,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,1835,2,2,2,2,4,4,5,5,5,5,5,5,5,3,10,0
satisfied,'Loyal Customer',41,'Business travel',Business,1804,4,4,4,4,3,5,5,5,5,5,5,4,5,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1827,3,3,2,3,5,4,4,5,5,5,5,5,5,5,46,51
satisfied,'Loyal Customer',20,'Business travel',Business,2708,5,5,5,5,5,5,5,5,4,3,3,5,4,5,0,3
satisfied,'Loyal Customer',59,'Business travel',Business,1823,3,3,1,3,5,5,4,5,5,5,5,3,5,3,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1795,3,3,3,3,3,4,5,5,5,5,5,4,5,3,12,11
satisfied,'Loyal Customer',41,'Business travel',Business,1803,3,3,5,3,2,5,5,5,5,5,5,5,5,4,0,0
